"","effectname","beta","se","percentage_increase_or_decrease_on_treatment","real.effect.value","pval","ci.lb","ci.ub","I2_total","I2_study","I2_study_experiment","I2_study_experiment_duration","I2_Effect_ID","I2_Species","I2_Phylogeny","R2_marginal_fixed","R2_conditional_fixed_random","Moderator_significance_stat","Moderator_significance_pval","AIC"
"Feature_FunctionalGroup_ClassificationOrientation_Ascidians_N","Feature_FunctionalGroup_ClassificationOrientation_Ascidians_N",3.41430782792318,1.69836979855548,2939.5902949242,30.395902949242,0.044394774730319,0.0855641903238906,6.74305146552247,99.9999299727629,17.2359027712926,0.839289491497251,0.0000396296894916815,22.8822208970603,9.53910610978007,8.83518595661796,36.2851907944295,85.4206264039083,57.6163980931845,0.0000499744668116075,4834.77087892075
"Feature_FunctionalGroup_ClassificationOrientation_Ascidians_NIS","Feature_FunctionalGroup_ClassificationOrientation_Ascidians_NIS",5.22384723274904,1.71694278885605,18464.7039300792,185.647039300792,0.00234599662184936,1.85870120307543,8.58899326242266,99.9999299727629,17.2359027712926,0.839289491497251,0.0000396296894916815,22.8822208970603,9.53910610978007,8.83518595661796,36.2851907944295,85.4206264039083,57.6163980931845,0.0000499744668116075,4834.77087892075
"Feature_FunctionalGroup_ClassificationOrientation_Barnacles_N","Feature_FunctionalGroup_ClassificationOrientation_Barnacles_N",0.718481094071312,1.93675428549681,105.131508852671,2.05131508852671,0.710658585517214,-3.07748755240604,4.51444974054867,99.9999299727629,17.2359027712926,0.839289491497251,0.0000396296894916815,22.8822208970603,9.53910610978007,8.83518595661796,36.2851907944295,85.4206264039083,57.6163980931845,0.0000499744668116075,4834.77087892075
"Feature_FunctionalGroup_ClassificationOrientation_Barnacles_NIS","Feature_FunctionalGroup_ClassificationOrientation_Barnacles_NIS",-0.396517256289764,1.99630981727686,-32.7341330991822,0.672658669008178,0.842556010313095,-4.30921260013615,3.51617808755662,99.9999299727629,17.2359027712926,0.839289491497251,0.0000396296894916815,22.8822208970603,9.53910610978007,8.83518595661796,36.2851907944295,85.4206264039083,57.6163980931845,0.0000499744668116075,4834.77087892075
"Feature_FunctionalGroup_ClassificationOrientation_Bryozoans_N","Feature_FunctionalGroup_ClassificationOrientation_Bryozoans_N",0.817828531808235,1.63546453397705,126.557486849781,2.26557486849781,0.617033632338653,-2.38762305277937,4.02328011639584,99.9999299727629,17.2359027712926,0.839289491497251,0.0000396296894916815,22.8822208970603,9.53910610978007,8.83518595661796,36.2851907944295,85.4206264039083,57.6163980931845,0.0000499744668116075,4834.77087892075
"Feature_FunctionalGroup_ClassificationOrientation_Bryozoans_NIS","Feature_FunctionalGroup_ClassificationOrientation_Bryozoans_NIS",0.651937980937739,1.63289785578596,91.9256710116358,1.91925671011636,0.689707420191757,-2.54848300683543,3.85235896871091,99.9999299727629,17.2359027712926,0.839289491497251,0.0000396296894916815,22.8822208970603,9.53910610978007,8.83518595661796,36.2851907944295,85.4206264039083,57.6163980931845,0.0000499744668116075,4834.77087892075
"Feature_FunctionalGroup_ClassificationOrientation_Polychaetes_N","Feature_FunctionalGroup_ClassificationOrientation_Polychaetes_N",0.67426777370557,1.93217477372131,96.2595385766619,1.96259538576662,0.727113097521989,-3.11272519462503,4.46126074203617,99.9999299727629,17.2359027712926,0.839289491497251,0.0000396296894916815,22.8822208970603,9.53910610978007,8.83518595661796,36.2851907944295,85.4206264039083,57.6163980931845,0.0000499744668116075,4834.77087892075
"Feature_FunctionalGroup_ClassificationOrientation_Polychaetes_NIS","Feature_FunctionalGroup_ClassificationOrientation_Polychaetes_NIS",1.59479270465026,2.12755814870941,392.730755830169,4.92730755830169,0.453502697099531,-2.5751446418349,5.76473005113542,99.9999299727629,17.2359027712926,0.839289491497251,0.0000396296894916815,22.8822208970603,9.53910610978007,8.83518595661796,36.2851907944295,85.4206264039083,57.6163980931845,0.0000499744668116075,4834.77087892075
"Feature_FunctionalGroup_ClassificationSubstrate_Bivalves_N","Feature_FunctionalGroup_ClassificationSubstrate_Bivalves_N",-0.901559781679864,2.02354409100995,-59.4064005847793,0.405935994152206,0.655933148959667,-4.86763332118821,3.06451375782848,99.9999299727629,17.2359027712926,0.839289491497251,0.0000396296894916815,22.8822208970603,9.53910610978007,8.83518595661796,36.2851907944295,85.4206264039083,57.6163980931845,0.0000499744668116075,4834.77087892075
"Feature_FunctionalGroup_ClassificationSubstrate_Bivalves_NIS","Feature_FunctionalGroup_ClassificationSubstrate_Bivalves_NIS",-2.00132088484058,2.31511429268627,-86.4843361077153,0.135156638922847,0.387335912855192,-6.53886151859959,2.53621974891844,99.9999299727629,17.2359027712926,0.839289491497251,0.0000396296894916815,22.8822208970603,9.53910610978007,8.83518595661796,36.2851907944295,85.4206264039083,57.6163980931845,0.0000499744668116075,4834.77087892075
