"","effectname","beta","se","percentage_increase_or_decrease_on_treatment","real.effect.value","pval","ci.lb","ci.ub","I2_total","I2_study","I2_Effect_ID","I2_Species","I2_Phylogeny","R2_marginal_fixed","R2_conditional_fixed_random","Moderator_significance_stat","Moderator_significance_pval","AIC"
"Feature_FunctionalGroup_ClassificationOrientation_Algae_N","Feature_FunctionalGroup_ClassificationOrientation_Algae_N",-1.46478694882997,1.09667118170086,-76.8872771841438,0.231127228158562,0.181658306660714,-3.61422296784664,0.684649070186694,99.9999302511083,18.5166576046069,0.818070770655712,0.0000453248002823019,22.7870989082703,36.0081374774193,85.4181008230221,57.1069402495967,0.0000592382545806203,4830.40123139794
"Feature_FunctionalGroup_ClassificationOrientation_Algae_NIS","Feature_FunctionalGroup_ClassificationOrientation_Algae_NIS",1.12470971290869,1.50956225490205,207.932283149548,3.07932283149548,0.456237347313353,-1.83397793912041,4.08339736493778,99.9999302511083,18.5166576046069,0.818070770655712,0.0000453248002823019,22.7870989082703,36.0081374774193,85.4181008230221,57.1069402495967,0.0000592382545806203,4830.40123139794
"Feature_FunctionalGroup_ClassificationOrientation_Ascidians_N","Feature_FunctionalGroup_ClassificationOrientation_Ascidians_N",2.69188421571196,2.44005915523128,1375.94597428127,14.7594597428127,0.269938371956048,-2.09054384868858,7.47431228011251,99.9999302511083,18.5166576046069,0.818070770655712,0.0000453248002823019,22.7870989082703,36.0081374774193,85.4181008230221,57.1069402495967,0.0000592382545806203,4830.40123139794
"Feature_FunctionalGroup_ClassificationOrientation_Ascidians_NIS","Feature_FunctionalGroup_ClassificationOrientation_Ascidians_NIS",4.52513923269091,2.44323041385437,9130.87773334255,92.3087773334255,0.0640095733765028,-0.263504384396533,9.31378284977836,99.9999302511083,18.5166576046069,0.818070770655712,0.0000453248002823019,22.7870989082703,36.0081374774193,85.4181008230221,57.1069402495967,0.0000592382545806203,4830.40123139794
"Feature_FunctionalGroup_ClassificationOrientation_Barnacles_N","Feature_FunctionalGroup_ClassificationOrientation_Barnacles_N",0.0236844320615615,2.60491392273362,2.39671357022926,1.02396713570229,0.992745563628191,-5.08185303932329,5.12922190344641,99.9999302511083,18.5166576046069,0.818070770655712,0.0000453248002823019,22.7870989082703,36.0081374774193,85.4181008230221,57.1069402495967,0.0000592382545806203,4830.40123139794
"Feature_FunctionalGroup_ClassificationOrientation_Barnacles_NIS","Feature_FunctionalGroup_ClassificationOrientation_Barnacles_NIS",-1.10248604625679,2.65878172787453,-66.7955421422883,0.332044578577117,0.678392025843723,-6.31360247564405,4.10863038313047,99.9999302511083,18.5166576046069,0.818070770655712,0.0000453248002823019,22.7870989082703,36.0081374774193,85.4181008230221,57.1069402495967,0.0000592382545806203,4830.40123139794
"Feature_FunctionalGroup_ClassificationOrientation_Bryozoans_N","Feature_FunctionalGroup_ClassificationOrientation_Bryozoans_N",0.105457105658938,2.39558029437754,11.1218438517863,1.11121843851786,0.964887243419828,-4.5897939933949,4.80070820471278,99.9999302511083,18.5166576046069,0.818070770655712,0.0000453248002823019,22.7870989082703,36.0081374774193,85.4181008230221,57.1069402495967,0.0000592382545806203,4830.40123139794
"Feature_FunctionalGroup_ClassificationOrientation_Bryozoans_NIS","Feature_FunctionalGroup_ClassificationOrientation_Bryozoans_NIS",-0.0412487318076259,2.38738351805957,-4.04095803980464,0.959590419601954,0.986214997043617,-4.72043444448891,4.63793698087366,99.9999302511083,18.5166576046069,0.818070770655712,0.0000453248002823019,22.7870989082703,36.0081374774193,85.4181008230221,57.1069402495967,0.0000592382545806203,4830.40123139794
"Feature_FunctionalGroup_ClassificationOrientation_Polychaetes_N","Feature_FunctionalGroup_ClassificationOrientation_Polychaetes_N",-0.0193061932456528,2.59799865174615,-1.91210222604868,0.980878977739513,0.99407083150948,-5.11128998255173,5.07267759606043,99.9999302511083,18.5166576046069,0.818070770655712,0.0000453248002823019,22.7870989082703,36.0081374774193,85.4181008230221,57.1069402495967,0.0000592382545806203,4830.40123139794
"Feature_FunctionalGroup_ClassificationOrientation_Polychaetes_NIS","Feature_FunctionalGroup_ClassificationOrientation_Polychaetes_NIS",0.907120490404628,2.74526882247239,147.717919240717,2.47717919240717,0.741074715153636,-4.47350752952195,6.2877485103312,99.9999302511083,18.5166576046069,0.818070770655712,0.0000453248002823019,22.7870989082703,36.0081374774193,85.4181008230221,57.1069402495967,0.0000592382545806203,4830.40123139794
"Feature_FunctionalGroup_ClassificationSubstrate_Bivalves_N","Feature_FunctionalGroup_ClassificationSubstrate_Bivalves_N",-1.4214963320094,2.66173843165036,-75.8647397058499,0.241352602941501,0.593308261180727,-6.63840779431024,3.79541513029143,99.9999302511083,18.5166576046069,0.818070770655712,0.0000453248002823019,22.7870989082703,36.0081374774193,85.4181008230221,57.1069402495967,0.0000592382545806203,4830.40123139794
"Feature_FunctionalGroup_ClassificationSubstrate_Bivalves_NIS","Feature_FunctionalGroup_ClassificationSubstrate_Bivalves_NIS",-2.53486873098193,2.90667482853461,-92.0727875444279,0.0792721245557209,0.383161780893891,-8.2318467096789,3.16210924771504,99.9999302511083,18.5166576046069,0.818070770655712,0.0000453248002823019,22.7870989082703,36.0081374774193,85.4181008230221,57.1069402495967,0.0000592382545806203,4830.40123139794
"Year","Year",0.0260218996180206,0.0470108795034839,2.63634251942875,1.02636342519429,0.579901017273867,-0.0661177310903601,0.118161530326401,99.9999302511083,18.5166576046069,0.818070770655712,0.0000453248002823019,22.7870989082703,36.0081374774193,85.4181008230221,57.1069402495967,0.0000592382545806203,4830.40123139794
